id,created_at,text
1260472346281824256,2020-05-13 07:30:00,"b'Meet Florencia, a physician-scientist focused on infectious diseases. Florencia\xe2\x80\x99s bringing her expertise to the fig\xe2\x80\xa6 https://t.co/x065AsdO8v'"
1260185454902730752,2020-05-12 12:30:00,b'This is his second coronavirus outbreak. And he\xe2\x80\x99s helping lead a new global task force where we\xe2\x80\x99re taking a patient\xe2\x80\xa6 https://t.co/oASZcaGXR3'
1259865474386493442,2020-05-11 15:18:30,"b'RT @VasNarasimhan: As the pandemic progresses, so do our global response and science-based understanding of #COVID19. Thanks for having me\xe2\x80\xa6'"
1258685669989396480,2020-05-08 09:10:23,b'IRC\xe2\x80\x99s work to mitigate the spread of #COVID19 in East Africa\xe2\x80\x99s most vulnerable communities is crucial. Thank you fo\xe2\x80\xa6 https://t.co/lAJzon9lVu'
1258485670424850437,2020-05-07 19:55:40,b'@MigraineScoop We saw your tweet and would like to know more about your circumstances. Please provide your contact\xe2\x80\xa6 https://t.co/IzvkHpz68x'
1258123789050826753,2020-05-06 19:57:40,b'@kevin15891500 Thanks for reaching out. We are sorry to hear about your experience. Please provide the name of the\xe2\x80\xa6 https://t.co/sxPQbqUbeT'
1258053942883352576,2020-05-06 15:20:08,"b'RT @NovartisFDN: ""The health and care system that we reorient today toward smarter technology will be the one that saves lives tomorrow.\xe2\x80\x9d I\xe2\x80\xa6'"
1257700800006160385,2020-05-05 15:56:52,b'@BEBE1814 Thanks for reaching out. You can find contact info for your local Novartis office here: https://t.co/Xz6ahjYrtx'
1257558169838125056,2020-05-05 06:30:06,b'This World Asthma Day we are grateful for every organization and healthcare professional supporting people with ast\xe2\x80\xa6 https://t.co/PYHYNIPR32'
1257404573704167427,2020-05-04 20:19:46,b'@meetvazz Thanks for reaching out. We understand your concern and would like to know more about your circumstances.\xe2\x80\xa6 https://t.co/FW0yIXl39U'
1256297687948894209,2020-05-01 19:01:24,b'@SimranW83374955 Please contact our local office in India by phone at +91 22 50243000 or click here: https://t.co/ZBtRbP4qi3'
1255877400996581376,2020-04-30 15:11:20,b'@arikanto Please contact our local office in Germany by phone at +49 6421 39 15 or click here: https://t.co/dmmknktwzz'
1255876159478300674,2020-04-30 15:06:24,b'@alfredot1045 Please contact our local office in Peru by phone at +51 1 200 6400 or click here: https://t.co/9y4aQ5LEmY'
1255831265602932736,2020-04-30 12:08:00,b'The solution: couriers across countries and diplomatic negotiations to get the potentially life-changing investigat\xe2\x80\xa6 https://t.co/Jx9cv1FIAp'
1255831263824564225,2020-04-30 12:08:00,b'\xe2\x80\x9cWe knew we had to try everything possible to get the investigational treatment to her because stopping could poten\xe2\x80\xa6 https://t.co/P2iF7YXhSX'
1255831262461341696,2020-04-30 12:07:59,"b'As borders closed and transit stopped across Europe, a @NovartisItalia clinical trials team needed to get an experi\xe2\x80\xa6 https://t.co/CyssLVmCaL'"
1255830452608344066,2020-04-30 12:04:46,b'We\xe2\x80\x99re working to overcome the challenges of #COVID19 and keep our trials on track and participants in treatment. 1/4'
1254856544010883072,2020-04-27 19:34:48,b'@kayjae_kj Please contact our local office in Oman by phone at +968 24790 801 or click here: https://t.co/THu2ETJweB'
1254017312031637509,2020-04-25 12:00:00,b'The 2009 launch of the first pediatric antimalarial has contributed to a reduction in malaria deaths among children\xe2\x80\xa6 https://t.co/cEhRtnUbLY'
1252992091560574986,2020-04-22 16:06:08,b'@D84569572 Thank you for your message and for sharing your experience with us. We wish you the best.'
1252977115043172353,2020-04-22 15:06:38,b'@Officialjunaid6 Please contact our local office in India by phone at +91 22 50243000 or click here: https://t.co/ZBtRbP4qi3'
1251168675085852672,2020-04-17 15:20:32,b'@MarieRampin Please contact our local office in El Salvador by phone at +503 2555 6999 or click here: https://t.co/LAj8E7k6sP'
1250838257337851905,2020-04-16 17:27:34,b'@rbaltikahn We saw your tweet. We advise you to consult your physician. For more info please visit: https://t.co/Nb55RjuNkX'
1250831768346939392,2020-04-16 17:01:47,b'@Weeshnoo Please contact our local office in India by phone at +91 22 50243000 or click here: https://t.co/ZBtRbP4qi3'
1250831240812548096,2020-04-16 16:59:41,b'@fiaheisenberg Please contact our local office in Guatemala by phone at +502 2422 8400 or click here: https://t.co/Vvc5T1Gm9U'
1250495659645587456,2020-04-15 18:46:13,b'@candidamgb We recommend you contact our local office in Brazil for this matter. They can be reached by phone at 08\xe2\x80\xa6 https://t.co/lZ8FyAqQgO'
1250495389532336128,2020-04-15 18:45:08,b'@BRaiseyourvoice Please contact our local office in the UK by phone at +44 1276 692255 or click here: https://t.co/eTZyC2rwdW'
1250494926502203392,2020-04-15 18:43:18,b'@Random_Muzings Please contact our local office in Canada by phone at +1 514-631-6775 or click here: https://t.co/XVjhnLlS7B'
1250100297214590983,2020-04-14 16:35:11,b'@atishtwit Please contact our local office in India by phone at +91 22 50243000 or click here: https://t.co/Xz6ahjYrtx'
1249794102075559947,2020-04-13 20:18:28,b'@d122fa61d88a453 Please contact our local office in Pakistan by phone at +92 21 3231 3386 or click here: https://t.co/cluLS1YQcF'
1249793641314496512,2020-04-13 20:16:38,b'@d122fa61d88a453 Please contact our local office in Pakistan by phone at +92 21 3231 3386 or click here: https://t.co/3HpYi3vHTm'
1247900199411806210,2020-04-08 14:52:47,b'@kahara_dennis Please contact our local office in Kenya by phone at +254 20 273 7771 or click here: https://t.co/r4cAITv3HI'
1247554576221339650,2020-04-07 15:59:24,b'Learn more about the COVID-19 Response Fund and our response to the #coronavirus pandemic at https://t.co/WyhGtaiVpH 3/3'
1247554574778609665,2020-04-07 15:59:23,"b'Over 50 projects have been approved to receive funding, including in Italy, Brazil, and sub-Saharan Africa. 2/3'"
1247553917929639937,2020-04-07 15:56:47,b'Our recently announced COVID-19 Response Fund is providing urgently needed support for healthcare workers and commu\xe2\x80\xa6 https://t.co/uT2B91E9Jd'
1247523536131911682,2020-04-07 13:56:03,"b'RT @Sandoz_Global: On #WorldHealthDay in the year of #NursesAndMidwives, we are truly thankful for the hard work of all healthcare professi\xe2\x80\xa6'"
1247253151197081603,2020-04-06 20:01:38,"b'@Bokime86 @Bokime86\xe2\x80\x8b, thanks for reaching out. Please reach your local office at +234 1 700 9911 for more specific\xe2\x80\xa6 https://t.co/I2RQ2H5hEm'"
1247251624885653505,2020-04-06 19:55:34,b'@ratnakarvja Thanks for reaching out. We recommend you contact our local office in India by phone at +91 22 5024 30\xe2\x80\xa6 https://t.co/x3xNrxNhQD'
1247247967343595520,2020-04-06 19:41:02,b'@GosaliHardianto Thanks for reaching out. We recommend you contact our local office in Indonesia by phone at +62 21\xe2\x80\xa6 https://t.co/IFyWCkHB2P'
1247234189793116160,2020-04-06 18:46:17,b'@dbisping Thanks for reaching out. We take product safety seriously and would like to know more about your circumst\xe2\x80\xa6 https://t.co/VwlFWjZp51'
1247220308194492418,2020-04-06 17:51:08,b'We are supporting ongoing hydroxychloroquine clinical trial efforts and plan to evaluate needs for additional clini\xe2\x80\xa6 https://t.co/vKiyFTg6AG'
1247220306491604992,2020-04-06 17:51:07,b'We have already donated our first consignment to the US Department of Health and Human Services and are responding\xe2\x80\xa6 https://t.co/O5nxDwkhJu'
1247218726686113794,2020-04-06 17:44:51,b'We have committed to donate up to 130 million doses of hydroxychloroquine globally to support the COVID-19 pandemic\xe2\x80\xa6 https://t.co/Iy4WEgH1qy'
1245759932965715971,2020-04-02 17:08:07,b'@PA02034161 Thanks for reaching out. Novartis is following the COVID-19 outbreak situation closely. Please reach yo\xe2\x80\xa6 https://t.co/bQOjbXm2oa'
1245409909350502400,2020-04-01 17:57:15,b'@AnnaChamz Thanks for reaching out. We are sorry to hear about your experience. Please provide your contact info an\xe2\x80\xa6 https://t.co/LZlbFmOqdK'
1245356861911715841,2020-04-01 14:26:28,b'@spiderwwwweb Thanks for reaching out. Please contact our office in the UK at +44 1276 698370 or click here: https://t.co/u1Bx3N404B'
1245061908379639810,2020-03-31 18:54:25,b'@HaltusJacques We saw your tweet. We take product safety seriously and want to know more. Please provide your conta\xe2\x80\xa6 https://t.co/kEV8xiyN3J'
1244729885370789888,2020-03-30 20:55:05,"b'@cooten9009 @cooten9009\xe2\x80\x8b, thanks for reaching out. At this time, we are confident that our stock is sufficient to c\xe2\x80\xa6 https://t.co/q02OrvMq41'"
1244729550321389572,2020-03-30 20:53:45,"b'@DrBradBarnett @DrBradBarnett\xe2\x80\x8b, unfortunately, we are unable to provide medical advice. Please contact our Medical\xe2\x80\xa6 https://t.co/NyhIKvhMkT'"
1244659696394477568,2020-03-30 16:16:10,b'RT @VasNarasimhan: Our first shipments of #hydroxychloroquine are underway to @HHSGov to support clinical studies evaluating its effectiven\xe2\x80\xa6'
1243599859212574721,2020-03-27 18:04:46,"b'@indieadah @indieadah, thanks for reaching out. Please reach your local office at +44 1276 698370 for more specific\xe2\x80\xa6 https://t.co/GrsnbhMHtj'"
1243569897097048068,2020-03-27 16:05:42,b'@blackbird9z Thanks for reaching out. Please contact our US patient assistance program at 1-888-669-6682 so we can help.'
1243206436148203523,2020-03-26 16:01:26,"b'@bhakes24 Hello @bhakes24\xe2\x80\x8b, we are closely monitoring the Coronavirus situation as our primary concern is the healt\xe2\x80\xa6 https://t.co/oWCv9t7fd1'"
1243129870911184903,2020-03-26 10:57:12,b'RT @NovartisNews: Novartis and a consortium of life sciences companies are committing expertise and assets to the fight against #COVID19 pa\xe2\x80\xa6'
1242480727708532736,2020-03-24 15:57:44,b'@CBCAElite1 We saw your tweet. Excedrin is now a GSK Consumer Health product. Please contact GSK here: https://t.co/TDZjdGH2bX'
1242179555219181579,2020-03-23 20:00:59,b'@electriclifes0 Please contact our local office in Singapore by phone at +65 6722 6010\xe2\x80\x8b or click here: https://t.co/Xz6ahjYrtx'
1242178908365172738,2020-03-23 19:58:24,b'@400thecat1 Thanks for reaching out. We recommend you contact our local office in Switzerland by phone at +41 61 32\xe2\x80\xa6 https://t.co/0d52rG34Q8'
1242176791088975877,2020-03-23 19:50:00,b'@sanayelitza Thanks for reaching out. We recommend you contact our local office in Venezuela by phone at 0800 66827\xe2\x80\xa6 https://t.co/o7idzzawSz'
1242176399202492416,2020-03-23 19:48:26,"b'@vaguily Thanks for reaching out. At this time, we are confident that our stock is sufficient to cover production/\xe2\x80\xa6 https://t.co/7hwObeWBaf'"
1242175749114781697,2020-03-23 19:45:51,"b'@alidaalida23 Unfortunately, we are unable to provide medical advice. Please contact our Medical Info team 1-888-NOW-NOVA in the US.'"
1242175342460178432,2020-03-23 19:44:14,"b'@Str8gal We saw your tweet. This is not a Novartis product, so we recommend referring to the label for further info.'"
1242174892088471558,2020-03-23 19:42:27,b'@DanaDane_91 Thanks for reaching out. Please contact our US patient assistance program at 1-888-669-6682 so we can help.'
1241112103659986950,2020-03-20 21:19:18,"b'@MuckeyMD Hello @MuckeyMD\xe2\x80\x8b, we are closely monitoring the Coronavirus situation as our primary concern is the healt\xe2\x80\xa6 https://t.co/RlutE1spLT'"
1241111689053065217,2020-03-20 21:17:40,b'@sjmcQ Thanks for reaching out. You can find contact info for your local Novartis office here: https://t.co/Xz6ahjYrtx'
1241110924909588481,2020-03-20 21:14:37,"b'@click2akash Hello @click2akash, we are closely monitoring the Coronavirus situation as our primary concern is the\xe2\x80\xa6 https://t.co/8yJw9FntnS'"
1241110612085747728,2020-03-20 21:13:23,"b'@laurajimenez001 Unfortunately, we are unable to provide medical advice. Please contact our Medical Info team in yo\xe2\x80\xa6 https://t.co/Mw4IVWJUY3'"
1241098701721997319,2020-03-20 20:26:03,b'@rosaenrosado Thanks for reaching out. We understand your concern and would like to know more about your circumstan\xe2\x80\xa6 https://t.co/OOSS8Llhk7'
1241039813144346626,2020-03-20 16:32:03,b'RT @NovartisNews: Today we announced a commitment to donate up to 130 million doses of hydroxychloroquine to support the global #COVID19 pa\xe2\x80\xa6'
1240753146739261440,2020-03-19 21:32:56,"b'@ab50Amanda We saw your tweet and would like to know more about your circumstances. Please provide your location, c\xe2\x80\xa6 https://t.co/MG3FL0B93a'"
1240708238862987264,2020-03-19 18:34:30,"b""@BorgRoch Please let us know your question and we'll try to help."""
1240705094439464960,2020-03-19 18:22:00,b'@Danieljs61 Please contact us by phone at 1-888-669-6682 or visit our website: https://t.co/kUcNwHKR3w'
1240702995865665542,2020-03-19 18:13:40,b'@HfxAmanda Thanks for reaching out. Please contact our office in the UK at +44 1276 698370 or click here: https://t.co/u1Bx3N404B'
1240562226173562885,2020-03-19 08:54:17,"b'RT @VasNarasimhan: 11 years ago I helped lead efforts to find a vaccine during the H1N1 pandemic\xc2\xad, and it reshaped how I view humanity\xe2\x80\x94as a\xe2\x80\xa6'"
1240378069141139459,2020-03-18 20:42:31,b'@mirshadfarooq Thanks for reaching out. We are sorry to hear about your experience. Please provide your contact inf\xe2\x80\xa6 https://t.co/1Iaf921gt8'
1240368386229534721,2020-03-18 20:04:02,b'@KarolMuller_ Thanks for reaching out. We understand your concern and would like to know more about your circumstan\xe2\x80\xa6 https://t.co/6zhyAdQDwn'
1240194582903750657,2020-03-18 08:33:24,b'RT @VasNarasimhan: We are dealing with an extraordinary public health crisis that\xe2\x80\x99s hitting our communities in unprecedented ways and requi\xe2\x80\xa6'
1239986515951878148,2020-03-17 18:46:37,b'@ToobaTariq1 Please contact our local office in Switzerland by phone at +41 61 324 1111 or click here: https://t.co/mWB5EKdMgj'
1239985482215407618,2020-03-17 18:42:31,b'@AprilMAGA2020 Thanks for reaching out. Please contact our US patient assistance program at 1-888-669-6682 so we can help.'
1239984866500005889,2020-03-17 18:40:04,b'@TheAndreopolis We saw your tweet. We advise you to consult your physician.'
1239976456219815936,2020-03-17 18:06:39,b'@meghancorless Thanks for reaching out. We understand your concern and would like to know more about your circumsta\xe2\x80\xa6 https://t.co/0e3bfP1ZnF'
1239666413679398912,2020-03-16 21:34:39,b'@Dianocky22 Thanks for reaching out. We understand your concern and would like to know more about your circumstance\xe2\x80\xa6 https://t.co/edXNahsS4I'
1237762008797282304,2020-03-11 15:27:14,b'@PolaniaYulitza We saw your tweet. We advise you to consult your physician. For more info please visit: https://t.co/Nb55RjuNkX'
1236017646866436096,2020-03-06 19:55:45,b'@darthdaddy77 We saw your tweet and would like to know more about your circumstances. Please provide your contact i\xe2\x80\xa6 https://t.co/RIZ3cj14Ka'
1235288220914548737,2020-03-04 19:37:17,b'@Deepali46788869 Thanks for reaching out. We recommend you contact our local office in India by phone at +91 22 502\xe2\x80\xa6 https://t.co/6061hL02KC'
1235287720672538624,2020-03-04 19:35:17,b'@samuraichopstix Thanks for reaching out. We recommend you contact our local office in the Philippines by phone at\xe2\x80\xa6 https://t.co/Bi4ZoHOPw1'
1235287238264709120,2020-03-04 19:33:22,b'@eskor_buto Thanks for reaching out. You can find contact info for your local Novartis office here: https://t.co/Xz6ahjYrtx'
1235286130142121984,2020-03-04 19:28:58,b'@BijoyTelivala Please contact us by phone at 1-888-669-6682 or visit our website: https://t.co/kUcNwHtgbY'
1235285573654458368,2020-03-04 19:26:45,b'@wanguimch2 Thanks for reaching out. We recommend you contact our local office in Kenya by phone at +254 20 273 777\xe2\x80\xa6 https://t.co/y9HP4yaECH'
1233158867368005633,2020-02-27 22:35:59,b'@LawrenceEdeke Thanks for reaching out. We are sorry to hear about your experience. Please provide your contact inf\xe2\x80\xa6 https://t.co/FyRdDrLGHb'
1233077895351894017,2020-02-27 17:14:14,b'@AdamJon54578621 We saw your tweet. Please forward details of your complaint to our reporting tool: https://t.co/EDpRHFFsoS. Thank you.'
1232668577444106244,2020-02-26 14:07:45,b'@Kris89961742 We saw your tweet. Please forward details of your complaint to our reporting tool: https://t.co/EDpRHFFsoS. Thank you.'
1232667880329826305,2020-02-26 14:04:59,b'@Jim22q Thanks for reaching out. Please contact our US patient assistance program at 1-888-669-6682 so we can help.'
1232317580544815104,2020-02-25 14:53:01,b'@pmathies Thanks for reaching out. We recommend you contact our local office in Canada by phone at 514 631-6775 or\xe2\x80\xa6 https://t.co/7OtLV8ycPJ'
1232028711278563328,2020-02-24 19:45:09,b'@Niliamsse We saw your tweet and would like to know more about your circumstances. Please provide your contact info\xe2\x80\xa6 https://t.co/VG8dchl8A9'
1230860277874397189,2020-02-21 14:22:13,b'@hamedhussain98 Thanks for reaching out. We recommend you contact our local office in India by phone at +91 22 5024\xe2\x80\xa6 https://t.co/AOuP0olwqo'
1230512423867645952,2020-02-20 15:19:58,b'@Lana58925594 Thanks for reaching out. We recommend you contact our local office in Russia by phone at +7 495 660 7\xe2\x80\xa6 https://t.co/lgtJGEMsNb'
1229533245013921794,2020-02-17 22:29:03,b'@1985Kay Thanks for reaching out. We recommend you contact our local office in Kenya by phone at +254 20 273 7771 o\xe2\x80\xa6 https://t.co/hR7evw7San'
1229532886354841600,2020-02-17 22:27:38,b'@DColombianisima Thanks for reaching out. We recommend you contact our local office in Colombia by phone at +57 1\xe2\x80\xa6 https://t.co/YeVJ1GakZ1'
1229532538496045056,2020-02-17 22:26:15,b'@REDWHIT02510525 Thanks for reaching out. Please contact our US patient assistance program at 1-888-669-6682 so we can help.'
1225852811071483904,2020-02-07 18:44:20,b'@mohamedA1c Thanks for reaching out. We are sorry to hear about your experience. Please provide your contact info a\xe2\x80\xa6 https://t.co/N9n3h6xDrr'
1225849179936903168,2020-02-07 18:29:54,b'@sheepro Thanks for reaching out. We understand your concern and would like to know more about your circumstances.\xe2\x80\xa6 https://t.co/aSDaIyTWob'
1225794652210704384,2020-02-07 14:53:13,b'@karenlevine Please contact us by phone at 1-888-669-6682 or visit our website: https://t.co/kUcNwHtgbY'
1225438289475391489,2020-02-06 15:17:10,b'@RKIDD10129 Thanks for reaching out. Please contact our US patient assistance program at 1-888-669-6682 so we can help.'
1225432611637559297,2020-02-06 14:54:36,b'@calikayaker Thank you for reaching out. Please contact our US patient assistance program at 1-888-669-6682 so we can help.'
1225071834066046983,2020-02-05 15:01:00,b'@star9girl9 Thanks for reaching out. Please contact our US patient assistance program at 1-888-669-6682 so we can help.'
1224752682033913856,2020-02-04 17:52:48,b'@Cordova_Mercado Thanks for reaching out. Please contact our office in Mexico at +52(55) 5420-8600\xe2\x80\x8b or click here: https://t.co/aIVLNBlq6H'
1224701753062457353,2020-02-04 14:30:26,b'@stacietong We saw your tweet. Please note Alcon is no longer a Novartis division. You can contact them at: https://t.co/EaWxuJb6T0'
1224701435503370242,2020-02-04 14:29:10,b'@DevereuxGwen Thank you for your tweet and for sharing your experience with us. We have passed your kind words to our colleagues.'
1224495230910713856,2020-02-04 00:49:47,b'@jlnperez17 We saw your tweet. We are sorry to hear about your experience. Please provide your contact info and soc\xe2\x80\xa6 https://t.co/eneRg3JXQC'
1224322170903584768,2020-02-03 13:22:07,b'Learn how Advanced Accelerator Applications is using #NuclearMedicine to treat diseases like #Cancer.'
1222161292854726657,2020-01-28 14:15:33,b'@PlanctonDivulga @residuscat @mediambientcat @territoricat Thanks for reaching out. We recommend you contact our lo\xe2\x80\xa6 https://t.co/r8uu9KTWiK'
1221868719451901954,2020-01-27 18:52:58,b'@jazjr007 Thanks for reaching out. We understand your concern and would like to know more about your circumstances.\xe2\x80\xa6 https://t.co/DOkxC28dVq'
1221866782308339712,2020-01-27 18:45:16,"b'@Doctor_eren We saw your tweet. We are sorry to hear about your experience. Please provide your contact info, socia\xe2\x80\xa6 https://t.co/3aYDJxYEQz'"
1221829654824341504,2020-01-27 16:17:44,b'@blue_steens Thanks for reaching out. Please contact our office in the UK at +44 1276 698370 or click here: https://t.co/u1Bx3N404B'
1220754442850590722,2020-01-24 17:05:14,b'@jazjr007 We saw your tweet. Please contact our local office in your country. List here: https://t.co/Xz6ahjYrtx'
1220385215291498497,2020-01-23 16:38:03,b'@anaalvarezschw We saw your tweet. Please contact our office in Venezuela at +58 212 273 2222.'
1220077431593361408,2020-01-22 20:15:02,b'@ShawnHades Thanks for reaching out. We are sorry to hear about your experience. Please provide your contact info a\xe2\x80\xa6 https://t.co/nuQEU8fi7h'
1220045561920983042,2020-01-22 18:08:23,"b'RT @FastCompany: Dr. Vas Narasimhan, CEO of Novartis, in conversation with Stephanie Mehta. Watch the full video from #FCDavosDialogues her\xe2\x80\xa6'"
1219994408071974912,2020-01-22 14:45:07,b'@Anitamillsbond1 Thanks for the career inquiry. More info can be found on our careers page here: https://t.co/rgYbIt0cyq'
1219868266161758213,2020-01-22 06:23:53,"b'Live from Davos: At 8am CET, our Chief Digital Officer Bertrand Bodson will participate in the Bloomberg Panel \xe2\x80\x9cThe\xe2\x80\xa6 https://t.co/9JCK235BuW'"
1219633040617615368,2020-01-21 14:49:11,b'@AafkeVultink Thanks for reaching out. You can find contact info for your local Novartis office here: https://t.co/Xz6ahjYrtx'
1219632304999497730,2020-01-21 14:46:15,b'@P_K_I_I Thanks for reaching out. Please contact our US patient assistance program at 1-888-669-6682 so we can help.'
1219368613842472962,2020-01-20 21:18:26,b'@jaymzk41 Thanks for reaching out. Please contact our US patient assistance program at 1-888-669-6682 so we can help.'
1219367886717890561,2020-01-20 21:15:33,b'@vonnwadukwe Thanks for reaching out. We recommend you contact our local office in Nigeria by phone at +234 1 700 9\xe2\x80\xa6 https://t.co/cggrQgOlg4'
1219366870249345026,2020-01-20 21:11:31,b'@Rarodjeyes Thanks for reaching out. Please contact our US patient assistance program at 1-888-669-6682 so we can help.'
1219366274368724993,2020-01-20 21:09:09,b'@Sinabhfuil Thanks for reaching out. Please contact our local office in Ireland by phone at + 353 1 260 1255 or her\xe2\x80\xa6 https://t.co/gKQnMY4gEI'
1219343453559119873,2020-01-20 19:38:28,b'@MistyTienken Thanks for reaching out. We take product safety seriously and would like to know more about your circ\xe2\x80\xa6 https://t.co/FZSsCVQtFr'
1218237481591635968,2020-01-17 18:23:44,b'@sandip1956 Please contact our local office in India by phone at +91 22 5024 3000\xe2\x80\x8b or click here: https://t.co/Xz6ahjYrtx'
1218236762927046663,2020-01-17 18:20:52,b'@DavidVergucht Please contact our local office in Belgium by phone at +32 2 246 1975\xe2\x80\x8b or click here: https://t.co/Xz6ahjYrtx'
1217807677964935169,2020-01-16 13:55:50,b'@hmartinezdiez Thank you for your tweet and for sharing your feedback with us. We have passed your kind words to our colleagues.'
1217631355200208896,2020-01-16 02:15:12,b'@ZScottFanClub Thanks for reaching out. We understand your concern and would like to know more about your circumsta\xe2\x80\xa6 https://t.co/5l0B3E8hU9'
1217630301385633792,2020-01-16 02:11:00,b'@BijoyTelivala Thanks for reaching out. We take product safety seriously and would like to know more about your cir\xe2\x80\xa6 https://t.co/23pj0PTyb6'
1217108581243412481,2020-01-14 15:37:53,b'@lawicha70 Thanks for reaching out. We recommend you contact our local office in Mexico by phone at  +52 (55) 5420-\xe2\x80\xa6 https://t.co/x6SISdgwXe'
1217107464027504641,2020-01-14 15:33:26,b'@RaquelArroyo1 We saw your tweet. Agita is now an Elanco product. Please contact Elanco here: https://t.co/UaLtpqSkhI'
1217107173706211330,2020-01-14 15:32:17,b'@sagelake68 Thanks for reaching out. Please contact our US patient assistance program at 1-888-669-6682 so we can help.'
1217092765022072832,2020-01-14 14:35:02,b'@yarby Thanks for reaching out. Please contact our US patient assistance program at 1-888-669-6682 so we can help.'
1217089864392478720,2020-01-14 14:23:30,"b""@CramericanMark Thank you for your message. Please let us know your question and we'll try to help."""
1216784432876617734,2020-01-13 18:09:50,b'@WordslingerMktg Thanks for reaching out. Please contact our US patient assistance program at 1-888-669-6682 so we can help.'
1216776503414939649,2020-01-13 17:38:19,b'@mauohn Thanks for reaching out. We take product safety seriously and would like to know more about your circumstan\xe2\x80\xa6 https://t.co/RMZ3wyWiex'
1216775103897317377,2020-01-13 17:32:46,b'@Jane_Doyle_EJD We saw your tweet and would like to know more about your circumstances. Please provide your contact\xe2\x80\xa6 https://t.co/zSyLG4YSch'
1215669733233655808,2020-01-10 16:20:25,"b""@ph_ibrahim95 Thanks for reaching out. Please let us know your question and we'll try to help."""
1215667747948040192,2020-01-10 16:12:31,b'@FOY_pablo Thanks for reaching out. We recommend you contact our local office in Mexico by phone at +52 (55) 5420-8\xe2\x80\xa6 https://t.co/ea5aIAuqEB'
1215321621268922369,2020-01-09 17:17:08,b'@imogensusan Thank you for your interest. Please contact our Investor Relations team at investor.relations@novartis\xe2\x80\xa6 https://t.co/1nn08DvG93'
1215283052953440256,2020-01-09 14:43:53,b'@bigdougyb Thanks for reaching out. Please contact our US patient assistance program at 1-888-669-6682 so we can help.'
1215282448482947072,2020-01-09 14:41:29,b'@yogeshgupta05 Thank you for contacting us about your son. We would encourage you to contact our MedInfo team at me\xe2\x80\xa6 https://t.co/JOOY8UYqgF'
1214956169325924352,2020-01-08 17:04:58,b'@AmberSchmidt07 Thanks for reaching out. Please contact our US patient assistance program at 1-888-669-6682 so we can help.'
1214954074673754118,2020-01-08 16:56:38,b'@NurseNikki82 Thanks for reaching out. Please contact our US patient assistance program at 1-888-669-6682 so we can help.'
1214953402670764035,2020-01-08 16:53:58,b'@DadBoiler Thanks for reaching out. Please contact our US patient assistance program at 1-888-669-6682 so we can help.'
1214263742827048960,2020-01-06 19:13:30,b'@__Selby Thanks for the career inquiry. More info can be found on our careers page here: https://t.co/rgYbIt0cyq'
1213138947880173568,2020-01-03 16:43:58,"b""@__Selby Thank you for reaching out. Please let us know your question and we'll try to help."""
1213138614399512577,2020-01-03 16:42:39,b'@KilosGP Thanks for the career inquiry. More info can be found on our careers page here: https://t.co/rgYbIt0cyq'
1213137023038611458,2020-01-03 16:36:19,b'@lindita1951 We saw your tweet. Please contact our local office in your country. List here: https://t.co/Xz6ahjYrtx'
